s,n,t,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,T,gpa,y,FR
ENGL,104,Introduction to Film,2,58,35,25,23,6,4,2,0,1,1,0,1,0,158,3.496012658227849,201908,0.379746835443038
ENGL,109,Intro to Fiction-ACP,3,24,5,6,0,3,0,0,0,0,0,1,1,0,43,3.6048837209302316,201908,0.627906976744186
ENGL,115,Intro to British Literature,24,0,1,0,1,1,0,0,0,0,0,0,0,0,27,3.9014814814814818,201908,0.8888888888888888
ENGL,119,Literature of Fantasy,0,9,3,6,4,0,0,2,0,0,0,0,0,1,25,3.4579166666666663,201908,0.375
ENGL,200,Intro to Lit and Culture,0,48,22,12,3,4,1,1,0,1,0,1,2,1,96,3.5653684210526313,201908,0.5052631578947369
ENGL,202,Medieval Lit and Culture,0,6,5,6,3,4,2,0,0,0,0,0,0,0,26,3.333461538461538,201908,0.23076923076923078
ENGL,204,Renaissance Lit and Culture,5,11,2,2,0,0,0,0,2,0,0,0,0,1,23,3.6972727272727273,201908,0.7272727272727273
ENGL,218,Introduction to Shakespeare,0,7,5,3,5,3,0,0,0,0,0,0,0,0,23,3.45,201908,0.30434782608695654
ENGL,245,The Short Story,3,21,7,3,4,4,0,1,0,0,0,0,0,0,43,3.636279069767442,201908,0.5581395348837209
ENGL,259,Early African American Lit,1,9,7,4,4,1,0,1,0,0,0,0,0,0,27,3.5437037037037036,201908,0.37037037037037035
ENGL,273,"American Cinema, 1950-2000",3,3,9,2,3,1,1,0,0,0,0,0,1,0,23,3.3778260869565218,201908,0.2608695652173913
ENGL,285,Postcolonial Lit in English,0,7,6,5,0,5,0,0,1,0,0,0,1,0,25,3.2675999999999994,201908,0.28
ENGL,301,Intro to Critical Theory,0,11,4,4,3,2,1,1,0,0,0,0,2,0,28,3.2382142857142857,201908,0.39285714285714285
ENGL,350,Writing about Lit Text Culture,0,10,11,1,0,0,1,0,0,0,0,0,0,0,23,3.7404347826086957,201908,0.43478260869565216
EOL,542,Leading Learning-Centrd Schls,0,13,7,1,0,0,0,0,0,0,0,0,0,0,21,3.858095238095238,201908,0.6190476190476191
EPSY,201,Educational Psychology,25,101,54,10,13,13,0,1,0,0,0,0,2,2,221,3.7040639269406395,201908,0.5753424657534246
EPSY,220,Career Theory and Practice,5,98,8,5,2,0,1,1,0,2,2,0,4,0,128,3.6953125,201908,0.8046875
EPSY,420,Theories of Psychotherapy,0,25,17,13,16,2,3,2,2,2,1,0,2,0,85,3.258941176470588,201908,0.29411764705882354
EPSY,480,Educational Statistics,0,29,7,5,4,0,0,0,0,0,1,0,2,0,48,3.5695833333333336,201908,0.6041666666666666
FIN,221,Corporate Finance,19,165,45,39,109,39,33,58,12,10,20,0,7,3,559,3.0726258992805757,201908,0.33093525179856115
FIN,230,Introduction to Insurance,0,96,0,0,62,0,0,16,0,0,4,0,4,0,182,3.32967032967033,201908,0.5274725274725275
FIN,241,Fundamentals of Real Estate,5,46,6,10,15,2,0,3,0,0,0,0,0,1,88,3.628275862068965,201908,0.5862068965517241
FIN,300,Financial Markets,10,37,37,27,44,22,11,14,8,4,1,0,7,4,226,3.0529279279279278,201908,0.21171171171171171
FIN,321,Advanced Corporate Finance,18,42,36,24,34,22,5,7,5,3,6,0,1,0,203,3.235320197044335,201908,0.2955665024630542
FIN,392,Investment Management Academy,0,24,0,1,0,0,0,0,0,0,0,0,0,0,25,3.9732,201908,0.96
FIN,412,Options and Futures Markets,4,5,6,7,8,3,1,0,1,2,0,0,0,0,37,3.2432432432432434,201908,0.24324324324324326
FIN,435,Personal Wealth Management,1,34,25,24,17,5,0,1,0,0,0,0,0,0,107,3.5328971962616826,201908,0.32710280373831774
FIN,443,Legal Issues in Real Estate,1,10,3,5,9,1,0,0,0,0,0,0,0,0,29,3.4941379310344827,201908,0.3793103448275862
FIN,463,Investment Banking,0,14,16,7,7,1,1,2,0,0,0,0,0,0,48,3.500625,201908,0.2916666666666667
FIN,500,Introduction to Finance,14,47,27,23,26,2,0,4,1,0,0,0,0,0,144,3.5603472222222226,201908,0.4236111111111111
FIN,511,Investments,31,368,160,81,148,18,3,2,0,0,0,0,19,6,836,3.5614216867469874,201908,0.4807228915662651
FIN,512,Financial Derivatives,2,21,11,6,7,3,0,0,0,0,0,0,0,0,50,3.6271999999999998,201908,0.46
FIN,518,Financial Modeling,0,21,0,1,0,0,0,0,0,0,0,0,0,0,22,3.9695454545454543,201908,0.9545454545454546
FIN,521,Advanced Corporate Finance,2,17,6,4,4,0,0,0,0,0,0,0,0,0,33,3.7375757575757578,201908,0.5757575757575758
FIN,580,Corporate Finance,5,4,9,3,4,1,0,0,0,0,0,0,0,0,26,3.6034615384615383,201908,0.34615384615384615
FIN,580,Machine Learning,14,27,24,13,5,0,0,0,0,0,0,0,0,1,84,3.739397590361446,201908,0.4939759036144578
FSHN,120,Contemporary Nutrition,21,458,0,0,159,0,0,58,0,0,18,0,9,1,724,3.495159059474412,201908,0.6625172890733056
FSHN,232,Science of Food Preparation,1,2,9,7,3,3,3,5,1,0,1,0,0,0,35,3.0002857142857144,201908,0.08571428571428572
GCL,126,Urban Sustainability,3,9,3,0,4,0,0,1,0,0,0,0,3,0,23,3.174347826086956,201908,0.5217391304347826
GCL,186,Death & Dying,0,7,0,0,5,2,2,2,2,0,2,0,2,0,24,2.5975,201908,0.2916666666666667
GEOG,101,Global Development&Environment,80,67,6,3,5,2,1,2,0,0,0,0,3,0,169,3.8265088757396453,201908,0.8698224852071006
GEOG,103,Earth's Physical Systems,5,11,10,6,12,4,6,11,2,4,4,1,10,1,87,2.519418604651163,201908,0.18604651162790697
GEOG,204,Cities of the World,0,14,29,22,14,8,4,10,4,1,0,2,0,0,108,3.1270370370370366,201908,0.12962962962962962
GEOG,210,Social & Environmental Issues,1,29,17,5,17,2,1,5,1,0,1,2,2,0,83,3.2737349397590356,201908,0.3614457831325301
GEOG,221,Geographies of Global Conflict,0,31,13,3,3,2,3,0,0,0,0,0,0,0,55,3.691454545454546,201908,0.5636363636363636
GEOL,117,The Oceans,16,57,32,11,24,19,7,5,5,3,1,0,13,0,193,3.152590673575129,201908,0.37823834196891193
GEOL,118,Natural Disasters,81,38,40,23,32,19,20,16,5,3,2,5,5,1,290,3.260934256055364,201908,0.4117647058823529
GLBL,100,Intro to Global Studies,2,16,16,6,6,0,1,2,1,0,0,1,0,0,51,3.4778431372549017,201908,0.35294117647058826
GLBL,240,Global Health,8,34,7,2,3,1,0,0,0,1,0,1,0,0,57,3.7547368421052627,201908,0.7368421052631579
GS,101,Exploring General Studies,22,983,83,32,37,23,19,27,12,8,9,9,33,2,1299,3.6604163454124907,201908,0.7748650732459522
GWS,100,Intro Gender & Women's Studies,7,30,16,13,12,4,2,6,0,0,2,0,5,0,97,3.251030927835052,201908,0.38144329896907214
GWS,201,"Race, Gender & Power",1,7,4,4,4,1,0,1,1,0,1,1,2,1,28,2.9633333333333334,201908,0.2962962962962963
HDFS,105,Intro to Human Development,72,230,15,12,57,4,5,9,1,1,4,0,4,2,416,3.6747342995169086,201908,0.7294685990338164
HDFS,120,Intro to Family Studies,0,67,9,19,49,6,6,9,3,1,0,1,3,0,173,3.2734682080924853,201908,0.3872832369942196
HDFS,220,Families in Global Perspective,21,16,16,9,11,14,6,3,1,2,1,1,1,1,103,3.2651960784313734,201908,0.3627450980392157
HDFS,225,Close Relationships,4,25,4,1,4,1,0,1,0,0,1,0,3,0,44,3.4472727272727273,201908,0.6590909090909091
HDFS,290,Intro to Research Methods,4,10,3,4,6,4,2,2,0,0,1,0,2,0,38,3.1228947368421056,201908,0.3684210526315789
HDFS,301,Infancy & Early Childhood,0,18,12,7,8,4,4,6,3,2,0,0,1,1,66,3.123384615384615,201908,0.27692307692307694
HDFS,405,Adolescent Development,2,10,10,5,6,4,4,1,1,0,0,0,1,1,45,3.250454545454545,201908,0.2727272727272727
HIST,100,Global History,13,102,58,19,32,13,7,5,3,1,0,0,4,1,258,3.499961089494164,201908,0.4474708171206226
HIST,269,Jewish History Since 1700,12,9,8,2,2,2,0,0,0,0,1,0,4,0,40,3.3089999999999997,201908,0.525
HIST,281,Constructing Race in America,0,16,11,6,8,3,0,0,0,0,2,0,2,0,48,3.299166666666667,201908,0.3333333333333333
HIST,283,Asian American History,1,12,5,3,13,5,1,2,1,0,0,0,2,0,45,3.1264444444444446,201908,0.28888888888888886
HIST,358,History Harvest,7,8,4,2,0,0,0,2,0,0,0,0,0,0,23,3.710434782608696,201908,0.6521739130434783
HORT,100,Introduction to Horticulture,22,7,0,4,3,0,0,1,0,0,0,0,0,0,37,3.7924324324324323,201908,0.7837837837837838
HORT,105,Vegetable Gardening,70,12,0,4,2,0,2,0,0,0,2,3,0,0,95,3.747263157894737,201908,0.8631578947368421
HRD,411,Instruct & Train System Design,0,45,7,9,1,2,1,0,0,0,1,0,7,1,74,3.388082191780822,201908,0.6164383561643836
HRD,472,Learning Technologies,48,3,4,2,0,0,0,0,0,0,0,0,0,0,57,3.9533333333333336,201908,0.8947368421052632
IB,100,Biology in Today's World,55,56,25,14,5,12,4,6,2,1,1,2,28,2,213,3.117251184834124,201908,0.5260663507109005
IB,108,The Biology of Dinosaurs,26,0,21,10,7,10,6,5,1,3,3,2,5,2,101,2.9904040404040404,201908,0.26262626262626265
IB,150,Organismal & Evolutionary Biol,17,106,75,69,83,70,44,38,23,17,18,6,24,3,593,2.872,201908,0.20847457627118643
IB,151,Organismal & Evol Biol Lab,0,36,18,9,15,1,2,2,0,0,1,0,1,0,85,3.4983529411764707,201908,0.4235294117647059
IB,199,Undergraduate Open Seminar,0,76,0,0,6,0,0,0,0,0,1,0,0,0,83,3.891566265060241,201908,0.9156626506024096
IE,300,Analysis of Data,3,19,16,9,29,19,14,15,8,5,11,5,3,0,156,2.6371794871794876,201908,0.14102564102564102
IE,310,Determin Models in Optmzation,2,11,12,11,12,11,10,2,5,8,5,2,6,0,97,2.5842268041237113,201908,0.13402061855670103
IHLT,102,Survey of Interdisc Health,71,24,8,2,1,3,0,0,0,0,0,0,0,0,109,3.917706422018349,201908,0.8715596330275229
IHLT,375,Interdis Collab in Health Serv,20,21,15,1,0,2,0,0,1,0,1,1,0,0,62,3.7267741935483873,201908,0.6612903225806451
IHLT,474,Pre-Field Experience in Health,0,57,0,0,5,0,0,0,0,0,0,0,3,0,65,3.7384615384615385,201908,0.8769230769230769
IHLT,475,Field Experience in i-Health,0,43,0,0,5,0,0,1,0,0,0,0,0,0,49,3.857142857142857,201908,0.8775510204081632
INFO,202,Social Aspects Info Tech,3,2,12,10,22,10,8,19,10,3,3,1,7,0,110,2.4639999999999995,201908,0.045454545454545456
IS,455,Database Design & Prototyping,6,18,9,11,2,3,0,1,0,0,0,0,0,0,50,3.6334,201908,0.48
IS,457,Introduction to Data Science,10,14,18,12,3,5,5,0,0,0,1,0,0,0,68,3.485588235294118,201908,0.35294117647058826
IS,504,Reference and Info Services,0,22,2,2,0,0,0,0,0,0,0,0,0,0,26,3.923076923076923,201908,0.8461538461538461
IS,543,Sociotechnical Info Systems,3,8,3,5,3,1,1,0,0,0,0,0,0,0,24,3.5691666666666664,201908,0.4583333333333333
IS,561,Information Modeling,1,49,27,5,4,1,0,0,0,0,0,0,0,0,87,3.797816091954023,201908,0.5747126436781609
IS,590,Data Mining,0,26,4,2,0,0,0,0,0,0,0,0,0,0,32,3.916875,201908,0.8125
IS,590,Data Visualization,0,37,3,0,3,0,0,0,0,0,0,0,0,0,43,3.9072093023255814,201908,0.8604651162790697
IS,590,Grant Writing for Libraries,22,1,0,0,0,0,1,0,0,0,0,0,0,0,24,3.9304166666666664,201908,0.9583333333333334
JOUR,200,Introduction to Journalism,53,64,27,15,16,3,8,1,3,3,1,3,13,0,210,3.3604761904761906,201908,0.5571428571428572
JOUR,205,History of American Journalism,0,10,10,7,9,2,1,4,0,0,0,0,0,0,43,3.3181395348837213,201908,0.23255813953488372
JOUR,250,Journalism Ethics & Diversity,16,8,3,3,1,0,0,2,0,0,0,0,1,0,34,3.6470588235294117,201908,0.7058823529411765
JOUR,311,Media Law,0,18,7,6,5,0,3,2,0,0,0,0,0,0,41,3.5039024390243907,201908,0.43902439024390244
KIN,102,Bowling,37,68,0,0,3,0,0,0,0,0,1,0,0,0,109,3.944954128440367,201908,0.963302752293578
KIN,109,Volleyball,0,18,0,0,5,0,0,0,0,0,2,0,0,0,25,3.56,201908,0.72
KIN,122,Physical Activity and Health,46,150,104,61,59,24,15,24,4,2,8,0,18,0,515,3.32073786407767,201908,0.38058252427184464
KIN,125,Orientation KIN & Comm Health,0,98,0,0,7,0,0,1,0,0,1,0,1,0,108,3.8518518518518516,201908,0.9074074074074074
KIN,140,Social Sci of Human Movement,0,12,15,24,21,19,22,5,5,1,2,1,5,0,132,2.8053787878787877,201908,0.09090909090909091
KIN,142,Contemporary Issues in Sport,0,702,0,0,137,0,0,29,0,0,8,0,28,1,905,3.6338495575221237,201908,0.7765486725663717
KIN,150,Bioscience of Human Movement,0,50,0,0,42,0,0,19,0,0,7,0,2,0,120,3.091666666666667,201908,0.4166666666666667
KIN,201,Phys Activity Research Methods,9,20,16,13,5,4,3,0,0,0,0,1,0,0,71,3.5401408450704226,201908,0.4084507042253521
KIN,247,Intro to Sport Psychology,0,588,37,21,48,7,9,12,3,1,6,0,13,1,746,3.72848322147651,201908,0.789261744966443
KIN,249,Sport & Modern Society,430,210,77,30,34,17,13,5,4,2,3,3,15,1,844,3.7301542111506523,201908,0.7591933570581257
KIN,259,Motor Development and Control,7,19,26,27,16,6,3,3,0,0,0,0,0,0,107,3.4237383177570098,201908,0.24299065420560748
KIN,262,"Motor Develop, Growth & Form",2,8,4,6,2,5,2,1,3,0,0,0,1,0,34,3.1082352941176468,201908,0.29411764705882354
KIN,268,Children's Movement,11,35,3,5,2,1,0,0,0,0,0,0,1,0,58,3.7987931034482756,201908,0.7931034482758621
KIN,340,Soc & Psych of Phys Activity,0,43,17,12,22,11,6,7,1,3,0,2,0,0,124,3.263709677419355,201908,0.3467741935483871
KIN,352,Bioenergetics of Movement,0,28,1,4,15,0,5,13,0,2,5,0,1,0,74,2.9635135135135138,201908,0.3783783783783784
KIN,355,Biomechanics of Human Movement,7,23,18,12,15,7,3,2,1,2,0,0,0,0,90,3.3892222222222226,201908,0.3333333333333333
KIN,448,Exercise & Health Psychology,4,22,9,5,10,0,1,3,0,0,0,0,0,0,54,3.5557407407407413,201908,0.48148148148148145
LA,250,Environmental Site Analysis,5,0,7,3,5,0,4,1,1,0,0,0,0,0,26,3.2180769230769233,201908,0.19230769230769232
LAW,501,Professional Resp (GRAD),1,6,5,8,7,0,0,0,0,0,0,0,0,0,27,3.4811111111111113,201908,0.25925925925925924
LAW,601,Contracts,2,5,6,26,11,8,6,0,0,0,0,0,0,1,65,3.2021874999999995,201908,0.109375
LAW,602,Property,3,8,18,56,19,12,6,3,4,0,0,0,0,1,130,3.1956589147286825,201908,0.08527131782945736
LAW,607,Civil Procedure,1,4,6,24,21,2,6,0,0,0,0,0,0,1,65,3.1915625,201908,0.078125
LAW,631,Secured Transactions,2,9,3,4,0,1,5,1,0,0,0,0,0,0,25,3.386,201908,0.44
LAW,680,Professional Responsibility,1,8,4,6,7,2,0,1,0,0,0,0,0,0,29,3.413793103448276,201908,0.3103448275862069
LAW,682,Evidence,2,47,33,19,23,18,11,3,0,0,0,0,0,0,156,3.3914743589743592,201908,0.3141025641025641
LER,100,Introduction to Labor Studies,0,18,7,8,12,4,5,5,2,1,6,2,17,0,87,2.352528735632184,201908,0.20689655172413793
LER,543,Workplace Dispute Resolution,2,33,15,2,0,0,0,0,1,0,0,0,0,0,53,3.8373584905660376,201908,0.660377358490566
LER,590,Economics Gender & Workforce,0,14,16,8,6,2,1,1,0,0,0,0,0,0,48,3.521458333333334,201908,0.2916666666666667
LER,591,Employment Relations Systems,2,43,42,14,3,3,0,1,0,0,0,0,0,0,108,3.701574074074074,201908,0.4166666666666667
LER,595,Managing Diversity Globally,0,29,14,3,0,1,0,0,0,0,1,1,0,0,49,3.708367346938775,201908,0.5918367346938775
LING,100,Intro to Language Science,12,42,9,16,16,6,0,3,0,0,1,2,4,1,112,3.375405405405405,201908,0.4864864864864865
LING,111,Language in Globalization,5,16,10,4,3,0,4,7,0,1,0,0,2,0,52,3.224423076923077,201908,0.40384615384615385
LING,115,Language and Culture in India,0,16,5,6,5,0,0,0,0,0,1,0,0,0,33,3.585757575757576,201908,0.48484848484848486
LING,225,"Language, Mind, and Brain",12,4,4,4,4,2,1,0,1,1,0,0,2,0,35,3.2762857142857142,201908,0.45714285714285713
LING,250,Linguistic Diversity in the US,9,16,8,6,0,0,0,1,2,2,0,0,0,1,45,3.575909090909091,201908,0.5681818181818182
LING,270,"Language, Technology & Society",16,3,1,1,1,0,1,1,1,0,0,1,0,0,26,3.564230769230769,201908,0.7307692307692307
LING,301,Elements of Syntax,9,6,1,9,0,2,4,0,4,4,1,1,5,0,46,2.651521739130435,201908,0.32608695652173914
LING,307,Elmnts Semantics & Pragmatics,12,0,6,6,0,1,2,1,2,4,2,0,8,1,45,2.4997727272727275,201908,0.2727272727272727
LLS,100,Intro Latina/Latino Studies,7,21,18,13,10,10,4,6,5,0,0,1,1,0,96,3.212395833333334,201908,0.2916666666666667
LLS,220,Latina/o Migration,0,6,4,7,8,4,2,2,0,0,0,0,0,0,33,3.1918181818181823,201908,0.18181818181818182
LLS,392,Chicanas&Latinas: Self&Society,0,19,4,1,1,0,0,1,0,0,0,0,0,0,26,3.808076923076923,201908,0.7307692307692307
MACS,100,Intro to Popular TV & Movies,74,112,118,82,39,18,8,2,4,1,0,3,3,1,465,3.5513793103448275,201908,0.40086206896551724
MACS,101,Intro to the Media,60,107,55,32,7,7,2,1,0,2,0,0,2,0,275,3.7288,201908,0.6072727272727273
MACS,203,Contemporary Movies,2,7,22,6,2,5,1,0,0,0,0,1,1,0,47,3.384468085106383,201908,0.19148936170212766
MACS,264,Creative and Info Economies,0,7,3,9,13,0,0,3,0,0,0,0,0,0,35,3.2565714285714282,201908,0.2
MACS,282,Horror Movie,0,22,4,2,2,0,0,0,0,0,0,0,0,0,30,3.844666666666667,201908,0.7333333333333333
MACS,320,Popular Culture,0,10,5,7,11,5,0,0,1,0,1,0,0,0,40,3.2669999999999995,201908,0.25
MACS,351,Social Aspects of Media,2,5,4,3,6,3,3,4,1,0,1,0,0,0,32,3.010625,201908,0.21875
MACS,356,Sex & Gender in Popular Media,4,7,7,8,6,6,7,4,5,0,1,1,0,1,57,2.9407142857142854,201908,0.19642857142857142
MATH,103,Theory of Arithmetic,2,14,10,13,21,10,3,3,2,0,0,0,1,0,79,3.1648101265822786,201908,0.20253164556962025
MATH,112,Algebra,6,20,38,32,49,50,35,37,29,20,18,10,27,8,379,2.387601078167116,201908,0.07008086253369272
MATH,115,Preparation for Calculus,3,26,86,80,58,65,48,59,41,22,33,17,31,3,572,2.4912653778558873,201908,0.050966608084358524
MATH,119,Ideas in Geometry,2,3,7,4,4,2,2,0,1,0,0,0,0,0,25,3.3072,201908,0.2
MATH,124,Finite Mathematics,8,15,12,12,19,13,12,4,5,6,4,3,5,0,118,2.7627966101694916,201908,0.19491525423728814
MATH,181,A Mathematical World,5,3,3,3,2,2,0,1,1,0,3,1,0,0,24,2.986666666666667,201908,0.3333333333333333
MATH,199,Undergraduate Open Seminar,0,17,2,0,2,0,0,0,0,0,0,0,1,0,22,3.6972727272727273,201908,0.7727272727272727
MATH,213,Basic Discrete Mathematics,6,19,11,12,15,5,2,11,3,4,2,0,4,0,94,2.953936170212766,201908,0.26595744680851063
MATH,220,Calculus,51,105,39,47,117,44,40,83,22,14,30,12,55,9,668,2.64752655538695,201908,0.23672230652503792
MATH,225,Introductory Matrix Theory,5,37,24,30,36,26,33,24,17,14,6,6,10,3,271,2.66910447761194,201908,0.15671641791044777
MATH,231,Calculus II,49,107,100,174,116,89,79,60,52,21,49,8,23,9,936,2.8362998921251354,201908,0.16828478964401294
MATH,241,Calculus III,69,204,248,218,203,200,144,110,101,44,29,32,33,4,1639,2.877217125382263,201908,0.1669724770642202
MATH,285,Intro Differential Equations,76,61,92,77,68,48,55,34,18,13,13,5,19,1,580,2.994922279792746,201908,0.23661485319516407
MATH,347,Fundamental Mathematics,19,62,26,22,37,12,7,20,2,2,4,3,9,3,228,3.1290666666666667,201908,0.36
MATH,412,Graph Theory,0,5,3,4,0,1,2,0,2,0,0,0,4,0,21,2.619047619047619,201908,0.23809523809523808
MATH,413,Intro to Combinatorics,11,11,14,7,7,4,2,0,3,2,0,2,1,2,66,3.250625,201908,0.34375
MATH,415,Applied Linear Algebra,40,138,124,116,70,97,78,48,37,27,13,15,8,1,812,2.9850061652281137,201908,0.21948212083847102
MATH,416,Abstract Linear Algebra,8,11,9,9,8,3,5,6,2,2,1,2,4,0,70,2.9,201908,0.2714285714285714
MATH,441,Differential Equations,15,13,20,15,9,7,11,6,3,0,5,3,5,2,114,2.9525892857142857,201908,0.25
MATH,442,Intro Partial Diff Equations,0,15,3,0,7,2,0,4,1,0,3,0,2,0,37,2.973513513513514,201908,0.40540540540540543
MATH,444,Elementary Real Analysis,13,25,10,7,9,9,3,3,1,1,4,0,2,0,87,3.2532183908045975,201908,0.4367816091954023
MATH,446,Applied Complex Variables,22,4,4,1,0,4,1,2,1,1,0,1,1,1,43,3.3973809523809524,201908,0.6190476190476191
MATH,447,Real Variables,3,4,5,2,4,2,1,1,0,0,2,0,0,0,24,3.1950000000000003,201908,0.2916666666666667
MATH,448,Complex Variables,2,4,5,5,6,0,0,3,1,0,0,0,0,0,26,3.2565384615384616,201908,0.23076923076923078
MATH,461,Probability Theory,1,6,2,2,2,3,1,1,2,0,2,0,5,0,27,2.4325925925925924,201908,0.25925925925925924
MATH,482,Linear Programming,0,9,8,2,2,0,2,0,0,0,0,0,1,0,24,3.445,201908,0.375
MATH,484,Nonlinear Programming,0,3,2,4,5,7,2,3,1,0,0,0,1,0,28,2.8099999999999996,201908,0.10714285714285714
MATH,540,Real Analysis,5,20,6,8,1,7,0,0,0,0,0,0,0,0,47,3.624468085106383,201908,0.5319148936170213
MBA,501,Marketing Management,2,23,9,3,7,0,1,0,0,0,0,0,0,0,45,3.696666666666667,201908,0.5555555555555556
MBA,502,Marketing Management,1,16,14,14,0,0,0,0,0,0,0,0,0,0,45,3.688888888888889,201908,0.37777777777777777
MBA,502,Operations Management,0,27,12,1,3,2,0,0,0,0,0,0,0,0,45,3.7713333333333336,201908,0.6
MBA,548,Global Strategy,0,216,36,14,10,7,3,4,1,1,0,0,0,0,292,3.799383561643836,201908,0.7397260273972602
MCB,100,Introductory Microbiology,0,15,58,68,32,17,12,0,2,3,1,0,0,1,209,3.2547115384615384,201908,0.07211538461538461
MCB,101,Intro Microbiology Laboratory,2,8,7,10,7,4,3,1,1,0,1,0,0,0,44,3.234772727272727,201908,0.22727272727272727
MCB,150,Molec & Cellular Basis of Life,28,37,45,46,37,31,24,21,25,12,7,5,2,4,324,2.9314999999999998,201908,0.203125
MCB,151,Molec & Cellular Laboratory,17,17,5,4,0,0,0,0,0,0,0,0,0,0,43,3.8993023255813952,201908,0.7906976744186046
MCB,251,Exp Techniqs in Molecular Biol,31,53,30,17,15,2,3,3,2,1,0,0,0,0,157,3.6350955414012747,201908,0.535031847133758
MCB,252,"Cells, Tissues & Development",3,8,9,7,4,5,3,2,0,0,1,0,0,0,42,3.278095238095238,201908,0.2619047619047619
MCB,253,Exp Techniqs in Cellular Biol,7,26,21,7,6,0,0,0,0,0,0,0,0,0,67,3.7370149253731344,201908,0.4925373134328358
MCB,300,Microbiology,3,5,16,12,16,8,7,4,2,1,0,0,1,0,75,3.0536000000000003,201908,0.10666666666666667
MCB,301,Experimental Microbiology,0,11,15,9,13,10,3,1,0,1,2,0,1,0,66,3.1369696969696967,201908,0.16666666666666666
MCB,354,Biochem & Phys Basis of Life,4,9,16,11,14,14,13,14,5,3,3,1,0,1,108,2.8133644859813085,201908,0.12149532710280374
MCB,450,Introductory Biochemistry,34,17,33,33,43,26,34,19,13,6,7,3,1,3,272,2.9343494423791823,201908,0.1895910780669145
ME,170,Computer-Aided Design,91,57,28,6,5,4,3,0,2,1,0,0,1,0,198,3.7983838383838386,201908,0.7474747474747475
ME,200,Thermodynamics,6,38,19,30,46,25,8,19,3,3,3,1,0,0,201,3.0830348258706466,201908,0.21890547263681592
ME,270,Design for Manufacturability,44,78,57,9,5,3,0,3,0,0,0,0,0,0,199,3.799849246231156,201908,0.6130653266331658
ME,310,Fundamentals of Fluid Dynamics,11,19,6,14,12,13,5,11,5,1,2,0,1,0,100,3.0468,201908,0.3
ME,320,Heat Transfer,5,19,15,8,25,16,8,3,3,1,0,0,4,1,108,3.0503738317757003,201908,0.22429906542056074
ME,330,Engineering Materials,7,27,41,34,31,23,8,2,2,0,0,1,0,0,176,3.299715909090909,201908,0.19318181818181818
ME,340,Dynamics of Mechanical Systems,11,51,30,5,7,3,1,0,1,0,0,0,0,0,109,3.7409174311926603,201908,0.5688073394495413
ME,360,Signal Processing,6,21,14,16,15,4,4,4,3,0,0,0,2,0,89,3.265955056179775,201908,0.30337078651685395
ME,370,Mechanical Design I,21,37,28,23,13,4,3,0,2,0,0,0,0,0,131,3.5981679389312977,201908,0.44274809160305345
ME,371,Mechanical Design II,8,34,49,12,2,2,0,1,0,0,0,0,1,0,109,3.6800917431192657,201908,0.3853211009174312
ME,470,Senior Design Project,7,55,16,7,0,1,0,1,0,0,0,0,0,0,87,3.84712643678161,201908,0.7126436781609196
ME,471,Finite Element Analysis,2,5,2,4,11,1,3,3,0,1,1,1,0,0,34,2.9505882352941173,201908,0.20588235294117646
ME,487,MEMS-NEMS Theory & Fabrication,0,6,7,5,4,2,1,0,0,0,0,0,0,0,25,3.4404000000000003,201908,0.24
MSE,280,Engineering Materials,14,50,28,15,25,7,2,2,0,0,0,0,0,0,143,3.5738461538461537,201908,0.44755244755244755
MSE,456,Mechanics of Composites,3,5,4,4,6,2,2,4,2,0,0,0,1,0,33,3.0103030303030303,201908,0.24242424242424243
MUS,110,Introd Art Mus: Intl Perspect,41,27,29,8,4,4,3,2,0,0,1,0,4,0,123,3.5751219512195123,201908,0.5528455284552846
MUS,133,Introduction to World Music,63,37,34,22,29,16,8,7,4,5,0,5,4,0,234,3.3208547008547007,201908,0.42735042735042733
MUS,240,Orientation Mus Tchg Lrng K-HS,0,18,0,0,3,0,0,1,0,0,0,0,1,0,23,3.608695652173913,201908,0.782608695652174
MUS,261,University Chorus,0,27,5,3,0,1,0,0,0,0,0,0,1,0,37,3.7570270270270267,201908,0.7297297297297297
MUS,269,Wind Orchestra,0,49,0,0,2,0,0,0,0,0,0,0,0,1,52,3.9607843137254903,201908,0.9607843137254902
NPRE,402,Nuclear Power Engineering,16,27,27,16,10,7,0,4,0,0,0,0,0,1,108,3.561308411214953,201908,0.40186915887850466
NRES,100,Fundamentals of Env Sci,28,29,11,6,3,1,1,2,0,0,0,0,3,0,84,3.6470238095238097,201908,0.6785714285714286
NRES,201,Introductory Soils,3,11,2,10,22,6,6,18,5,2,3,0,2,0,90,2.6961111111111107,201908,0.15555555555555556
PHIL,102,Logic and Reasoning,41,39,29,16,26,17,13,20,14,4,7,6,22,2,256,2.80751968503937,201908,0.31496062992125984
PHIL,103,Logic and Reasoning QR II,6,7,7,3,1,5,3,2,4,1,1,2,3,0,45,2.7859999999999996,201908,0.28888888888888886
PHIL,107,Intro to Political Philosophy,6,5,8,7,0,0,0,0,0,0,0,0,0,0,26,3.7180769230769233,201908,0.4230769230769231
PHIL,202,Symbolic Logic,8,4,8,2,0,4,0,0,0,1,1,2,2,0,32,3.0740624999999997,201908,0.375
