,Year,Term,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total
10644,2019,0,ECE,420,Embedded DSP Laboratory,8,29,6,1,4,1,0,0,0,0,2,1,0,0,52
10645,2019,0,ECE,431,Electric Machinery,1,12,6,9,12,7,0,3,2,0,2,0,0,0,54
10646,2019,0,ECE,444,IC Device Theory & Fabrication,1,8,9,6,8,5,2,1,1,1,2,0,1,0,45
10647,2019,0,ECE,445,Senior Design Project Lab,16,37,24,22,37,28,12,25,10,0,3,0,2,0,216
10648,2019,0,ECE,470,Introduction to Robotics,12,16,11,16,14,13,8,2,6,1,0,0,0,0,99
10649,2019,0,ECE,483,Analog IC Design,1,11,11,4,4,5,3,1,1,0,0,0,1,0,42
10650,2019,0,ECE,486,Control Systems,6,26,8,20,3,5,4,2,1,0,0,0,0,0,75
10651,2019,0,ECE,490,Introduction to Optimization,0,5,9,6,2,3,0,1,2,0,1,0,2,0,31
10652,2019,0,ECE,498,IoT and Cognitive Computing,3,8,8,7,5,10,6,3,4,2,3,1,1,0,61
10653,2019,0,ECE,511,Computer Architecture,2,6,7,4,4,4,1,0,0,0,0,0,0,0,28
10654,2019,0,ECE,515,Control System Theory & Design,2,15,6,3,0,0,0,0,0,0,1,0,0,0,27
10655,2019,0,ECE,534,Random Processes,4,18,12,4,4,4,0,0,0,0,0,0,0,4,50
10656,2019,0,ECE,549,Computer Vision,17,147,9,5,42,0,0,7,0,0,1,1,1,0,230
10657,2019,0,ECON,102,Microeconomic Principles,491,262,121,106,93,60,55,31,19,18,16,3,41,3,1319
10658,2019,0,ECON,103,Macroeconomic Principles,108,228,233,143,162,101,67,50,24,15,18,3,14,2,1168
10659,2019,0,ECON,202,Economic Statistics I,13,42,0,6,52,0,2,29,0,3,10,0,6,2,165
10660,2019,0,ECON,203,Economic Statistics II,149,68,70,58,56,51,45,47,35,15,17,16,37,6,670
10661,2019,0,ECON,302,Inter Microeconomic Theory,74,66,55,50,63,64,52,70,42,31,30,22,56,6,681
10662,2019,0,ECON,303,Inter Macroeconomic Theory,16,37,30,43,45,30,24,19,9,8,5,3,6,1,276
10663,2019,0,ECON,402,American Economic History,5,4,7,1,7,2,2,2,0,0,0,0,6,1,37
10664,2019,0,ECON,411,Public Sector Economics,2,4,3,3,2,5,5,4,2,1,2,0,0,0,33
10665,2019,0,ECON,414,Urban Economics,3,4,1,9,8,1,1,0,1,0,0,0,0,0,28
10666,2019,0,ECON,418,Health Economics,6,8,4,6,6,6,2,1,0,0,0,0,0,0,39
10667,2019,0,ECON,426,Monetary Economics and Policy,3,2,5,4,4,3,3,1,1,3,0,0,0,0,29
10668,2019,0,ECON,437,Game Theory,11,14,9,7,3,2,2,6,1,5,1,2,4,0,67
10669,2019,0,ECON,440,Economics of Labor Markets,1,6,9,2,2,6,2,2,1,0,0,2,0,0,33
10670,2019,0,ECON,447,Economics of the Workplace,0,19,8,12,8,5,4,2,2,1,1,1,1,0,64
10671,2019,0,ECON,448,Employee Comp & Incentives,1,4,9,15,11,8,8,4,2,1,0,0,2,0,65
10672,2019,0,ECON,450,Development Economics,3,21,9,7,7,5,3,2,0,1,3,0,1,0,62
10673,2019,0,ECON,460,Financial Economics,3,7,2,13,7,6,2,0,0,0,0,0,0,0,40
10674,2019,0,ECON,471,Intro to Applied Econometrics,5,24,11,20,26,14,13,17,7,7,10,2,6,2,164
10675,2019,0,ECON,472,Financial Econometrics,4,8,5,4,3,2,0,2,0,1,0,1,0,0,30
10676,2019,0,ECON,475,Economic Forecasting,12,33,8,9,13,6,0,10,1,0,3,1,0,0,96
10677,2019,0,ECON,484,Law and Economics,0,22,0,4,6,0,0,1,0,0,0,0,1,0,34
10678,2019,0,ECON,490,Applied Machine Learning: Econ,6,5,0,4,3,0,1,1,0,1,0,0,1,0,22
10679,2019,0,ECON,490,Economic Growth,2,8,4,3,8,7,4,4,1,1,0,1,1,0,44
10680,2019,0,ECON,503,Econometrics,5,15,13,18,16,4,0,0,0,0,0,0,0,0,71
10681,2019,0,ECON,517,Monetary Policy,5,4,15,8,8,2,0,0,0,0,0,0,0,0,42
10682,2019,0,ECON,528,Microeconomics for Business,29,439,140,115,51,30,19,5,3,0,2,2,9,4,848
10683,2019,0,EDUC,201,Identity and Difference in Edu,1,59,12,6,4,0,1,0,1,0,0,0,1,0,85
10684,2019,0,EDUC,202,Social Justice Sch & Society,18,41,16,4,6,2,0,1,1,0,0,0,0,0,89
10685,2019,0,ENG,398,ELA Leadership Training,0,34,2,0,1,0,0,0,0,0,0,0,0,0,37
10686,2019,0,ENG,471,Seminar Energy & Sustain Engrg,21,9,7,3,0,0,0,0,0,0,0,0,1,0,41
10687,2019,0,ENG,598,Teaching and Leadership,0,21,0,0,5,0,0,4,0,0,1,0,0,0,31
10688,2019,0,ENGL,109,Intro to Fiction-ACP,4,18,12,0,7,2,0,1,0,0,0,0,0,0,44
10689,2019,0,ENGL,120,Science Fiction,0,16,4,0,3,0,1,0,1,0,0,1,0,2,28
10690,2019,0,ENGL,202,Medieval Lit and Culture,7,9,3,2,2,1,1,2,0,1,0,0,3,0,31
10691,2019,0,ENGL,204,Renaissance Lit and Culture,15,5,1,1,0,1,0,0,0,0,0,0,1,0,24
10692,2019,0,ENGL,218,Introduction to Shakespeare,0,12,4,7,4,3,0,1,0,0,0,0,0,0,31
10693,2019,0,ENGL,286,Asian American Literature,3,9,4,0,3,4,0,0,0,0,1,0,1,0,25
10694,2019,0,EOL,568,"Diversity, Leadership & Policy",26,62,1,0,10,0,0,3,0,0,0,0,2,0,104
10695,2019,0,EPSY,201,Educational Psychology,64,69,17,3,10,1,0,0,0,1,1,0,4,1,171
10696,2019,0,EPSY,220,Career Theory and Practice,0,18,1,0,1,0,0,0,0,0,1,0,0,0,21
10697,2019,0,EPSY,420,Theories of Psychotherapy,0,53,14,10,6,1,1,0,0,2,1,1,4,1,94
10698,2019,0,EPSY,480,Educational Statistics,0,35,6,5,0,0,0,0,0,1,0,0,0,0,47
10699,2019,0,EPSY,553,Global Issues in Learning,0,22,5,3,0,0,0,0,0,0,0,0,0,0,30
10700,2019,0,EPSY,581,Applied Regression Analysis,13,11,4,1,0,1,0,0,0,0,0,0,0,0,30
10701,2019,0,ESE,311,Environmental Issues Today,2,10,5,5,5,2,0,0,3,0,0,0,0,1,33
10702,2019,0,ESE,445,Earth Resources Sustainability,6,13,8,5,1,1,3,0,0,1,0,1,3,1,43
10703,2019,0,FAA,202,Artsful Teaching through Integ,3,39,13,6,3,1,0,0,0,0,0,0,0,0,65
10704,2019,0,FIN,221,Corporate Finance,10,207,67,44,136,44,29,71,8,12,24,0,12,4,668
10705,2019,0,FIN,230,Introduction to Insurance,0,73,0,0,33,0,0,14,0,0,4,0,1,2,127
10706,2019,0,FIN,241,Fundamentals of Real Estate,2,55,17,11,18,6,4,5,1,0,1,0,0,0,120
10707,2019,0,FIN,300,Financial Markets,7,23,17,22,25,20,12,19,7,7,10,0,6,4,179
10708,2019,0,FIN,321,Advanced Corporate Finance,11,74,30,40,31,15,5,7,1,0,1,0,0,0,215
10709,2019,0,FIN,392,Investment Management Academy,0,25,0,0,5,0,0,0,0,0,1,0,0,0,31
10710,2019,0,FIN,412,Options and Futures Markets,1,9,3,6,12,3,1,3,1,1,0,0,1,0,41
10711,2019,0,FIN,435,Personal Wealth Management,0,13,16,22,18,14,1,7,3,1,0,0,1,0,96
10712,2019,0,FIN,443,Legal Issues in Real Estate,2,13,2,3,8,3,0,0,0,0,0,0,0,0,31
10713,2019,0,FIN,446,Real Estate Financial Markets,5,14,10,4,2,0,0,0,0,0,0,0,0,0,35
10714,2019,0,FIN,463,Investment Banking,0,11,5,4,4,5,0,0,0,0,0,0,0,0,29
10715,2019,0,FIN,490,Entrepreneurship Thru Acquistn,17,3,0,0,1,0,0,0,0,0,0,0,0,0,21
10716,2019,0,FIN,500,Introduction to Finance,9,32,7,3,2,0,0,0,0,0,0,0,0,0,53
10717,2019,0,FIN,512,Financial Derivatives,7,23,12,15,35,5,1,0,0,0,0,0,0,0,98
10718,2019,0,FIN,521,Advanced Corporate Finance,5,5,8,4,6,2,0,0,0,0,0,0,0,0,30
10719,2019,0,FIN,527,Mergers & Acquisitions Topics,5,14,6,3,4,0,0,2,0,0,0,0,0,0,34
10720,2019,0,FIN,546,Real Estate Financial Markets,2,11,7,4,1,0,0,0,0,0,0,0,0,0,25
10721,2019,0,FIN,563,Investment Banking,0,12,10,8,3,2,0,0,0,0,0,0,0,0,35
10722,2019,0,FIN,567,Financial Risk Management,0,38,36,25,17,1,0,1,0,0,0,0,0,0,118
10723,2019,0,FSHN,120,Contemporary Nutrition,14,436,0,0,158,0,0,62,0,0,17,0,16,2,705
10724,2019,0,FSHN,232,Science of Food Preparation,9,19,1,3,2,0,0,4,0,1,0,0,0,0,39
10725,2019,0,FSHN,260,Raw Materials for Processing,5,12,7,4,4,0,2,0,0,0,0,0,0,0,34
10726,2019,0,FSHN,329,Communication in Nutrition,15,11,6,1,0,0,0,0,0,0,0,0,0,0,33
10727,2019,0,FSHN,398,Nutritional Physiology II,3,16,0,0,8,0,0,3,0,0,0,0,0,0,30
10728,2019,0,FSHN,418,Food Analysis,2,28,0,0,10,0,0,2,0,0,0,0,0,0,42
10729,2019,0,FSHN,427,Biochemical Nutrition II,0,46,6,1,4,1,0,0,0,0,0,0,0,0,58
10730,2019,0,FSHN,471,Food & Industrial Microbiology,6,23,7,10,15,0,1,5,0,0,0,0,0,1,68
10731,2019,0,GEOG,101,Global Development&Environment,56,62,16,6,10,3,3,3,0,0,0,0,2,1,162
10732,2019,0,GEOG,103,Earth's Physical Systems,13,8,3,5,9,3,1,3,5,1,1,1,0,0,53
10733,2019,0,GEOG,204,Cities of the World,4,7,1,2,4,0,3,0,1,0,0,0,1,0,23
10734,2019,0,GEOG,210,Social & Environmental Issues,7,30,2,3,4,0,1,3,2,0,1,0,2,0,55
10735,2019,0,GEOG,350,Sustainability and the City,0,10,0,11,7,0,0,0,0,0,0,0,0,0,28
10736,2019,0,GEOL,111,Emergence of Life,46,26,40,14,15,22,1,6,8,2,1,2,17,2,202
10737,2019,0,GEOL,118,Natural Disasters,21,22,30,28,31,21,11,9,7,8,6,2,14,0,210
10738,2019,0,GEOL,440,Sedimentology and Stratigraphy,2,8,5,2,2,2,3,0,0,0,0,0,1,0,25
10739,2019,0,GER,102,Beginning German II,4,6,2,2,2,0,3,0,0,0,0,0,2,0,21
10740,2019,0,GER,251,Grimm's Fairy Tales in Context,18,58,24,13,23,5,1,4,3,2,0,0,2,0,153
10741,2019,0,GLBL,100,Intro to Global Studies,31,56,33,26,7,2,1,1,1,0,1,1,3,0,163
10742,2019,0,GWS,100,Intro Gender & Women's Studies,6,10,5,4,7,3,2,4,2,0,0,1,7,0,51
10743,2019,0,GWS,202,Sexualities,27,19,8,3,8,5,1,4,0,1,2,1,6,1,86
10744,2019,0,HDFS,105,Intro to Human Development,53,210,11,7,62,2,3,23,1,0,2,0,3,0,377
10745,2019,0,HDFS,120,Intro to Family Studies,0,36,8,9,21,6,6,6,3,1,0,0,3,1,100
10746,2019,0,HDFS,220,Families in Global Perspective,5,22,18,17,15,10,2,7,1,1,2,0,0,2,102
10747,2019,0,HDFS,225,Close Relationships,8,13,8,6,5,3,0,0,1,0,2,0,0,0,46
10748,2019,0,HDFS,290,Intro to Research Methods,1,11,7,7,5,0,1,3,0,0,0,0,0,0,35
10749,2019,0,HDFS,305,Middle Childhood,3,14,9,7,10,4,1,2,0,0,0,0,0,0,50
10750,2019,0,HDFS,310,Adult Development,0,13,11,8,1,0,3,0,0,0,0,0,0,0,36
10751,2019,0,HDFS,322,US Latina and Latino Families,10,10,2,1,9,3,1,2,0,0,1,0,0,0,39
10752,2019,0,HDFS,408,Hospitalized Children,4,20,6,0,1,1,0,1,0,0,0,0,0,1,34
10753,2019,0,HDFS,420,Inequality Public Pol & US Fam,0,25,16,4,1,0,0,0,0,0,0,0,0,0,46
10754,2019,0,HDFS,426,Family Conflict Management,10,8,5,2,10,0,2,5,0,0,1,0,1,1,45
10755,2019,0,HDFS,444,"LGBT Indiv, Fam & Community",2,7,5,3,3,1,0,0,0,0,0,0,0,0,21
10756,2019,0,HIST,100,Global History,13,12,34,11,12,1,4,3,0,0,1,0,0,0,91
10757,2019,0,HIST,104,Black Music,42,18,1,1,3,2,0,1,0,0,0,0,0,0,68
10758,2019,0,HIST,120,East Asian Civilizations,0,2,1,2,3,2,3,2,2,1,0,1,2,0,21
10759,2019,0,HIST,221,Modern China,4,12,4,3,0,1,0,0,0,0,0,0,0,0,24
10760,2019,0,HIST,251,Warfare Milit Insts & Soc,1,4,4,5,9,7,7,3,3,1,0,0,1,0,45
10761,2019,0,HIST,260,History of Russia,3,8,13,8,4,5,0,2,0,0,0,0,0,0,43
10762,2019,0,HIST,264,Technology in Western Society,11,12,3,0,1,1,0,0,1,0,0,0,0,0,29
10763,2019,0,HIST,281,Constructing Race in America,3,14,14,5,3,1,0,0,0,0,0,0,1,0,41
10764,2019,0,HIST,283,Asian American History,6,25,18,7,7,4,3,6,1,0,0,0,0,0,77
10765,2019,0,HIST,300,Topics in Film and History,1,6,4,3,3,1,0,2,0,0,1,0,1,0,22
10766,2019,0,HORT,430,Children and Nature,39,31,14,8,7,5,4,4,3,1,3,1,4,1,125
10767,2019,0,HRD,411,Instruct & Train System Design,0,26,7,2,4,1,2,0,0,0,1,0,0,0,43
10768,2019,0,HRD,472,Learning Technologies,8,11,2,0,1,0,0,0,0,0,0,0,0,0,22
10769,2019,0,HRD,530,Organization Development,9,14,6,0,1,1,0,0,0,0,0,0,0,1,32
10770,2019,0,HRD,535,Consulting in HRD,0,13,10,0,2,0,0,0,0,0,0,0,0,0,25
10771,2019,0,IB,100,Biology in Today's World,64,91,33,12,20,8,8,6,10,4,2,1,29,1,289
10772,2019,0,IB,103,Introduction to Plant Biology,20,19,0,19,23,0,17,8,0,4,2,0,0,0,112
10773,2019,0,IB,108,The Biology of Dinosaurs,19,21,32,19,20,19,16,7,5,3,3,5,4,0,173
10774,2019,0,IB,150,Organismal & Evolutionary Biol,27,97,56,51,63,40,26,24,15,6,10,3,6,1,425
10775,2019,0,IB,151,Organismal & Evol Biol Lab,0,87,37,19,17,9,1,3,0,0,0,0,0,0,173
10776,2019,0,IB,199,Undergraduate Open Seminar,0,81,0,0,8,0,0,0,0,0,0,0,0,0,89
10777,2019,0,IB,202,Physiology,45,55,0,18,28,0,9,4,0,2,0,0,2,0,163
10778,2019,0,IB,271,Organismal Biology,8,10,2,0,1,1,0,0,0,0,0,0,0,0,22
10779,2019,0,IB,302,Evolution,0,21,5,11,71,6,0,12,1,1,3,0,1,0,132
10780,2019,0,IB,329,Animal Behavior,0,90,0,0,68,0,0,16,0,0,0,0,1,0,175
10781,2019,0,IB,361,Ecology and Human Health,8,58,24,12,5,6,0,2,0,0,0,0,0,0,115
10782,2019,0,IB,420,Plant Physiology,4,16,2,3,3,0,0,0,0,0,0,0,0,0,28
10783,2019,0,IB,432,Genes and Behavior,5,29,0,4,3,0,0,1,0,0,0,0,0,0,42
10784,2019,0,IB,435,Critical Eval Herbal Remedies,0,24,0,0,3,0,0,1,0,0,0,0,0,0,28
10785,2019,0,IB,451,Conservation Biology,2,6,5,6,8,1,1,0,0,0,0,0,0,0,29
10786,2019,0,IE,300,Analysis of Data,4,20,9,7,20,10,8,11,7,8,3,6,3,0,116
10787,2019,0,IE,310,Determin Models in Optmzation,4,18,21,13,8,2,2,3,0,1,1,1,3,0,77
10788,2019,0,IE,330,Industrial Quality Control,2,3,2,3,8,4,2,4,3,1,1,0,1,0,34
10789,2019,0,IE,340,Human Factors,0,35,0,0,8,0,0,2,0,0,0,0,0,0,45
10790,2019,0,IE,361,Production Planning & Control,4,22,14,18,8,6,1,0,1,0,0,0,0,0,74
10791,2019,0,IE,370,Stochastic Processes & Applic,1,30,10,6,5,8,0,1,0,1,1,0,1,0,64
10792,2019,0,IE,420,Financial Engineering,5,13,7,4,10,9,4,4,1,2,0,1,0,0,60
10793,2019,0,IE,525,Numerical Methods in Finance,2,21,10,8,10,8,0,1,0,0,0,0,0,0,60
10794,2019,0,IHLT,102,Survey of Interdisc Health,23,9,7,4,3,2,1,1,1,0,0,0,0,0,51
10795,2019,0,IHLT,232,Health Disparities in the U.S.,13,17,7,4,1,1,0,0,1,0,0,0,0,0,44
10796,2019,0,IHLT,375,Interdis Collab in Health Serv,29,32,6,3,4,2,0,1,0,0,0,0,1,1,79
10797,2019,0,IHLT,474,Pre-Field Experience in Health,0,45,0,0,1,0,0,1,0,0,0,0,4,1,52
10798,2019,0,IHLT,475,Field Experience in i-Health,0,24,0,0,2,0,0,0,0,0,0,0,0,0,26
10799,2019,0,INFO,102,Little Bits to Big Ideas,19,83,24,19,48,9,4,4,1,0,2,0,2,0,215
10800,2019,0,INFO,202,Social Aspects Info Tech,2,22,27,8,17,11,12,8,1,7,3,1,9,0,128
10801,2019,0,IS,409,Storytelling,0,13,4,2,4,0,0,0,0,0,0,0,0,0,23
10802,2019,0,IS,457,Introduction to Data Science,12,7,7,7,2,2,0,0,0,0,1,0,1,1,40
10803,2019,0,IS,502,Libraries Info and Society,0,56,9,4,2,0,0,0,1,0,1,0,0,0,73
10804,2019,0,IS,504,Reference and Info Services,0,22,2,2,0,0,0,1,0,0,0,0,0,0,27
10805,2019,0,IS,508,Collection Development,0,31,3,1,0,0,0,0,0,0,0,0,0,0,35
10806,2019,0,IS,543,Sociotechnical Info Systems,0,110,1,0,2,1,0,0,0,0,0,0,0,0,114
10807,2019,0,IS,561,Information Modeling,0,43,20,5,5,0,0,0,0,0,0,0,0,0,73
10808,2019,0,IS,590,Data Visualization,2,18,2,0,0,0,0,1,0,0,0,0,0,0,23
10809,2019,0,IS,590,E-Learning,13,7,1,1,1,0,0,0,0,0,0,0,0,0,23
10810,2019,0,JOUR,200,Introduction to Journalism,3,29,37,33,38,18,16,6,1,2,3,1,8,2,197
10811,2019,0,JOUR,311,Media Law,2,19,9,13,5,2,3,3,0,0,1,0,1,0,58
10812,2019,0,JOUR,453,Crisis Communications,0,11,25,20,0,0,0,0,0,0,0,0,0,1,57
10813,2019,0,KIN,104,Skating Activities,0,526,0,0,65,0,0,22,0,0,4,0,18,4,639
10814,2019,0,KIN,122,Physical Activity and Health,100,172,180,75,62,39,20,10,17,7,3,7,25,0,717
10815,2019,0,KIN,125,Orientation KIN & Comm Health,0,72,0,0,8,0,0,1,0,0,0,0,1,0,82
10816,2019,0,KIN,140,Social Sci of Human Movement,0,1,8,12,9,18,14,13,17,4,3,4,7,0,110
10817,2019,0,KIN,142,Contemporary Issues in Sport,0,826,0,0,146,0,0,66,0,0,19,0,30,2,1089
10818,2019,0,KIN,150,Bioscience of Human Movement,0,49,0,0,35,0,0,14,0,0,9,0,1,0,108
10819,2019,0,KIN,201,Phys Activity Research Methods,27,28,12,11,10,4,2,1,2,1,0,0,1,0,99
10820,2019,0,KIN,247,Intro to Sport Psychology,2,595,15,14,30,4,6,10,1,2,3,0,8,0,690
10821,2019,0,KIN,249,Sport & Modern Society,440,394,144,67,44,25,22,12,5,4,5,2,11,3,1178
10822,2019,0,KIN,259,Motor Development and Control,0,6,3,9,13,9,8,12,4,3,3,1,1,0,72
10823,2019,0,KIN,268,Children's Movement,0,35,0,0,2,0,0,1,1,0,0,0,1,0,40
10824,2019,0,KIN,340,Soc & Psych of Phys Activity,0,39,35,20,14,12,13,3,2,0,0,0,0,0,138
10825,2019,0,KIN,352,Bioenergetics of Movement,0,55,0,0,43,0,0,12,0,0,5,0,0,0,115
10826,2019,0,KIN,355,Biomechanics of Human Movement,5,14,11,17,17,7,6,7,6,0,2,0,2,0,94
10827,2019,0,KIN,443,Psychophysiology in Ex & Sport,0,54,0,7,9,0,2,0,0,0,0,0,1,0,73
10828,2019,0,LA,221,History of the Prison,16,20,5,6,9,4,1,3,1,0,3,0,9,0,77
10829,2019,0,LA,222,Islamic Gardens & Architecture,5,9,9,11,13,8,7,7,2,0,2,0,3,0,76
10830,2019,0,LA,314,History of World Landscapes,23,26,22,13,8,2,1,4,2,1,0,0,3,1,106
10831,2019,0,LAS,399,Leadership & Prof Development,23,49,0,4,3,2,0,1,0,0,0,0,0,0,82
10832,2019,0,LAW,303,Living the Law,6,13,14,3,2,1,0,0,0,0,1,0,0,0,40
10833,2019,0,LAW,601,Contracts,2,5,12,29,18,6,8,1,0,0,0,0,0,0,81
10834,2019,0,LAW,602,Property,1,4,3,15,10,3,3,1,0,0,0,0,0,0,40
10835,2019,0,LAW,607,Civil Procedure,2,8,6,30,23,3,8,0,0,0,0,0,0,0,80
10836,2019,0,LAW,610,Introduction to Advocacy,5,6,7,36,16,10,3,3,0,0,0,0,1,0,87
10837,2019,0,LAW,631,Secured Transactions,1,15,5,12,6,4,2,1,1,0,0,0,0,0,47
10838,2019,0,LAW,639,Corporate Finance,1,4,5,8,3,1,0,0,0,0,0,0,0,0,22
10839,2019,0,LAW,670,Elder Law,0,9,9,19,13,2,0,0,0,0,0,0,0,0,52
10840,2019,0,LAW,680,Professional Responsibility,1,13,10,20,14,4,2,2,0,0,0,0,0,0,66
10841,2019,0,LAW,682,Evidence,1,5,10,15,5,3,1,0,0,0,0,0,0,0,40
10842,2019,0,LAW,794,Mergers & Acquisitions,2,7,19,31,9,6,0,0,0,0,0,0,0,1,75
10843,2019,0,LER,100,Introduction to Labor Studies,1,20,8,10,11,4,6,5,2,1,3,1,26,1,99
10844,2019,0,LER,569,Power & Influence in HRM,0,31,6,1,1,0,0,0,1,0,0,0,0,0,40
10845,2019,0,LER,590,Economics Gender & Workforce,2,16,12,9,2,5,2,0,0,0,0,0,0,0,48
10846,2019,0,LER,590,"Emp Stress, Well-Being & Saf",0,10,9,1,2,1,0,0,0,0,0,0,0,0,23
10847,2019,0,LER,591,Employment Relations Systems,0,14,6,1,0,1,0,0,0,0,0,0,0,0,22
10848,2019,0,LER,595,Managing Diversity Globally,1,14,6,4,2,0,0,0,0,0,0,0,0,0,27
10849,2019,0,LING,100,Intro to Language Science,13,19,16,10,6,7,2,2,0,1,1,0,1,0,78
10850,2019,0,LING,111,Language in Globalization,13,20,5,4,15,3,3,3,0,0,1,0,3,0,70
10851,2019,0,LING,225,"Language, Mind, and Brain",7,9,3,2,3,1,1,3,3,1,2,0,0,0,35
10852,2019,0,LING,270,"Language, Technology & Society",6,6,8,2,1,2,0,1,0,0,0,0,2,0,28
10853,2019,0,LING,301,Elements of Syntax,7,2,3,2,1,0,3,1,1,3,2,1,8,1,35
10854,2019,0,LING,302,Elements of Phonology,2,6,1,5,7,1,0,5,0,2,6,0,0,0,35
10855,2019,0,LING,307,Elmnts Semantics & Pragmatics,0,8,5,5,3,5,3,2,3,2,0,0,1,0,37
10856,2019,0,LING,406,Intro to Computational Ling,21,17,7,7,1,0,0,1,0,0,1,0,3,0,58
10857,2019,0,LLS,100,Intro Latina/Latino Studies,4,25,17,16,16,10,2,5,1,2,0,0,0,0,98
10858,2019,0,LLS,240,Latina/o Popular Culture,0,8,7,1,5,3,2,1,0,0,1,0,0,0,28
10859,2019,0,LLS,279,Mexican-American History,28,7,2,3,2,2,0,0,3,1,0,0,2,0,50
10860,2019,0,MACS,100,Intro to Popular TV & Movies,65,87,49,33,27,10,3,9,4,1,0,1,4,0,293
10861,2019,0,MACS,101,Intro to the Media,114,154,88,56,38,11,9,4,6,1,3,3,7,1,495
10862,2019,0,MACS,203,Contemporary Movies,1,5,11,12,5,6,0,0,0,0,1,0,2,0,43
10863,2019,0,MACS,262,Survey of World Cinema II,0,3,4,3,6,3,1,1,2,0,0,0,1,0,24
10864,2019,0,MACS,264,Creative and Info Economies,0,10,12,10,3,0,0,0,0,0,0,0,0,0,35
10865,2019,0,MACS,320,Popular Culture,0,2,6,5,2,10,3,1,1,0,0,0,0,0,30
10866,2019,0,MACS,351,Social Aspects of Media,3,2,6,1,6,5,0,0,0,0,0,0,0,0,23
10867,2019,0,MACS,356,Sex & Gender in Popular Media,1,9,2,8,6,1,4,4,7,4,3,0,3,2,54
10868,2019,0,MATH,103,Theory of Arithmetic,2,21,0,1,11,1,0,1,0,0,0,0,0,0,37
10869,2019,0,MATH,112,Algebra,1,4,4,2,6,2,1,1,3,3,3,2,12,0,44
10870,2019,0,MATH,115,Preparation for Calculus,5,20,6,2,33,4,3,32,2,1,14,1,6,1,130
10871,2019,0,MATH,124,Finite Mathematics,0,7,8,7,6,9,6,4,5,7,1,5,4,1,70
10872,2019,0,MATH,181,A Mathematical World,6,4,8,2,0,2,2,0,1,1,0,0,3,0,29
10873,2019,0,MATH,199,Undergraduate Open Seminar,0,23,0,0,0,0,0,0,0,0,0,0,1,0,24
10874,2019,0,MATH,213,Basic Discrete Mathematics,10,41,9,6,19,6,1,4,0,0,0,1,2,0,99
10875,2019,0,MATH,220,Calculus,17,61,22,27,54,34,25,71,34,20,45,9,85,10,514
10876,2019,0,MATH,225,Introductory Matrix Theory,22,52,73,60,57,47,17,22,6,5,4,5,11,3,384
10877,2019,0,MATH,231,Calculus II,81,131,54,95,136,99,75,96,69,31,34,23,16,10,950
10878,2019,0,MATH,234,Calculus for Business I,10,38,64,95,94,64,65,36,63,37,22,16,26,9,639
10879,2019,0,MATH,241,Calculus III,37,109,72,101,155,95,88,95,46,28,32,11,41,5,915
10880,2019,0,MATH,285,Intro Differential Equations,127,89,70,71,79,50,35,48,23,19,10,12,25,2,660
10881,2019,0,MATH,347,Fundamental Mathematics,15,25,18,21,16,14,11,20,6,5,3,2,7,0,163
10882,2019,0,MATH,402,Non Euclidean Geometry,2,3,3,4,8,2,2,4,0,0,0,0,2,0,30
10883,2019,0,MATH,403,Euclidean Geometry,6,6,3,6,2,1,0,0,0,1,0,0,0,0,25
10884,2019,0,MATH,412,Graph Theory,3,7,5,8,3,1,5,1,1,0,0,0,0,0,34
10885,2019,0,MATH,413,Intro to Combinatorics,11,15,7,13,7,5,9,4,6,4,1,1,1,1,85
10886,2019,0,MATH,415,Applied Linear Algebra,35,127,98,101,119,78,67,65,42,28,37,6,11,5,819
10887,2019,0,MATH,416,Abstract Linear Algebra,24,25,16,27,11,13,5,8,4,0,3,1,6,2,145
10888,2019,0,MATH,441,Differential Equations,18,19,23,21,10,10,14,6,6,6,3,1,4,1,142
10889,2019,0,MATH,442,Intro Partial Diff Equations,10,11,4,2,5,6,2,5,1,1,2,4,6,1,60
10890,2019,0,MATH,444,Elementary Real Analysis,13,23,9,14,10,8,2,10,2,1,1,0,2,0,95
10891,2019,0,MATH,446,Applied Complex Variables,16,4,13,4,10,7,1,2,6,0,2,1,1,0,67
10892,2019,0,MATH,461,Probability Theory,6,14,12,9,9,2,5,11,4,0,2,0,2,0,76
10893,2019,0,MATH,482,Linear Programming,0,8,6,4,4,2,2,1,0,0,0,0,1,0,28
10894,2019,0,MATH,484,Nonlinear Programming,0,10,8,4,7,1,1,2,0,0,0,0,0,0,33
10895,2019,0,MATH,540,Real Analysis,2,3,4,3,6,4,0,0,0,0,0,0,0,1,23
10896,2019,0,MBA,504,Global Strategy,2,5,4,5,12,12,1,7,2,0,0,0,0,0,50
10897,2019,0,MCB,100,Introductory Microbiology,28,31,34,32,32,25,11,22,8,9,6,4,6,1,249
10898,2019,0,MCB,101,Intro Microbiology Laboratory,9,57,17,17,31,9,8,7,4,0,5,0,0,2,166
10899,2019,0,MCB,150,Molec & Cellular Basis of Life,15,43,36,31,34,20,24,20,15,11,1,0,2,0,252
10900,2019,0,MCB,246,Human Anatomy & Physiology II,11,26,47,55,83,59,49,51,24,16,2,0,0,1,424
10901,2019,0,MCB,247,Human Anat & Physiol Lab II,16,17,31,37,49,28,40,46,18,19,14,8,19,4,346
